location,title,company,salary,summary
"New York, NY","Policy Specialist, Performance Monitoring and Data Analysis",    ActiveUnited Nations Development Programme (UNDP),NA,"Ability to evaluate, transform and model data to derive relevant findings - undertake & provide analysis of data to assess Org performance and or global trends...."
"New York, NY",PK/PD Scientist/Senior Scientist,    Athenex,NA,"As our PK/PD Scientist/Senior Scientist you will work closely with Preclinical Sciences, Clinical Development, Bio-statistics, Clinical Data Management and..."
"New York, NY 10017 (Midtown area)","Senior Scientist, Oncology Therapeutics Discovery",        Pfizer,NA,"Highly effective communication and presentation skills, both written and oral, with ability to clearly articulate scientific hypotheses, results and conclusions..."
"New York, NY",Sr. Revenue Cycle Management Analyst,    NYU Langone Health System,NA,"It also includes NYU School of Medicine, which since 1841 has trained thousands of physicians and scientists who have helped to shape the course of medical..."
"New York, NY",Institutional Data Analyst,        Weill Cornell Medical College,NA,"The doctors and scientists of Weill Cornell Medicine—faculty from Weill Cornell Medical College, Weill Cornell Graduate School of Medical Sciences, and Weill..."
"New York, NY 10012 (Little Italy area)",Junior Data Scientist,        L2,NA,"Experience with digital data such as display advertising, web analytics, e-commerce or social data. The ideal candidate should feel comfortable juggling..."
"New York, NY",Global Multi-Asset Group – Derivatives Research Analyst,        OppenheimerFunds,NA,"Good programming skills in MatLab, R, SAS, SQL, and Oracle. Experience working with large data sets. The successful candidate will play an important role in..."
"New York, NY 10038 (Financial District area)",Quantitative Analyst Consultant,    Mission Staffing,NA,"Should send their resume as a Microsoft Word or PDF attachment to mcusack@missionstaffing.com. Our client, located in New York, NY, is seeking a Quantitative..."
"New York, NY",Senior Quantitative Finance Analyst,    KaarmaPro,NA,Manage effectively business priorities to complete validation work to ensure organic growth and sustainable business opportunities....
"New York, NY",Senior Web Analyst,        Reed Elsevier,NA,"Act as the subject matter expert for Adobe Analytics questions posed by internal marketing teams; A global company based in Amsterdam, Elsevier partners with..."
"New York, NY 10282 (Tribeca area)","Securities, FICC, Cross Asset Quantitative Strategist, Analy...",        Goldman Sachs,NA,"Strong academic background in a relevant field - Computer Science, Mathematics, Engineering, Physics. We help them buy and sell financial products on exchanges..."
"New York, NY 10022 (Midtown area)","Product Manager - Healthcare Analytics, McKinsey New Venture...",        McKinsey & Company,NA,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,000 dedicated professionals (including more than 800 analysts and data scientists)..."
"New York, NY 10007 (Financial District area)",ESG Research Analyst,        MSCI Inc.,NA,"In addition to possessing excellent communication and data analysis skills, the ideal candidate is expected to follow company news, industry trends, and..."
"New York, NY 10032 (Washington Heights area)",Research - Analytical Data Scientist,        Morgan Stanley,NA,"Manage, architect and analyze big data to build relevant data models and extract insights. 3+ years of professional experience in applying advanced data mining..."
"New York, NY",CIB-Rapid Prototyping Data Scientist – Vice President - New...,        JPMorgan Chase,NA,"Experience in practical data processing, data mining, text mining and information retrieval tasks. Will help build a foundation of state-of-the-art technical..."
"New York, NY 10016 (Gramercy area)",Data Analyst (Statistical/Multivariate),        The Forum Group,NA,Data Analyst (Statistical/Multivariate). Excellent opportunity for recent BA or MA graduate with a statistics or math degree looking to jump start their career...
"Bronx, NY",Bioinformatics Analyst,        Albert Einstein College of Medicine,NA,"As the University Hospital for the Albert Einstein College of Medicine, Montefiore is a premier academic health system, employing Einstein’s clinical faculty..."
"New York, NY","Senior Decision Scientist, Campaign Analytics, Decision Mana...",        E*TRADE FINANCIAL,NA,Leveraging analytics to answer ad-hoc business questions or provide additional insights. Spotfire Visual Basic Microsoft Excel macros developing sophisticated...
"New York, NY",Manager Director Data Scientist,    Global Media & Entertainment Company,NA,
"New York, NY 10017 (Midtown area)",Quantitative Market Risk Analyst-Derivatives,        Analytic Recruiting,NA,"Must have derivative pricing skills (C++, SAS, R, Java, Matlab). Major Bank in NYC is looking for a Quantitative Market Risk Modeler- with experience validating..."
"New York, NY","Analyst, Quantitative Research",    Kelton Global,NA,
"New York, NY",Quantitative Model Risk Analyst,        U.S. Bank,NA,"The overall structure is designed to promote effective governance and risk with the goal to assess and/or manage risks that may impact the company, including..."
"Bronx, NY",Research Fellow,        Albert Einstein College of Medicine,NA,"As the University Hospital for the Albert Einstein College of Medicine, Montefiore is a premier academic health system, employing Einstein’s clinical faculty..."
"New York, NY",Back End Engineer - Core Exchange,        Dailymotion,NA,Work closely with data scientists to implement optimizations to increase campaign effectiveness. We offer great health / dental / vision insurance....
"New York, NY",Research Analyst - Consumer,    7Park Data,NA,Leverage highly differentiated data portfolio to derive unique insights into fundamental drivers of companies across the Consumer sectors....
"East Rutherford, NJ",Research Analyst,        JLL,NA,"Gather raw data, verify and compile sales data for assigned market or business. Track all activity and trends in the market and analyze market statistics to..."
"New York, NY 10017 (Midtown area)",Global Client Lead,        Wunderman,NA,"Additionally, they will work closely with the WPP Team, WPP Health and Wellness CEO, Wunderman Health, office leads and functional leads, and will have the..."
"New York, NY",Data Scientist,        Smith Hanley Associates,"$90,000 a year","Additional responsibilities will include data and text mining using large and complex data sets, both financial and non-financial related...."
"New York, NY 10010 (Gramercy area)","Senior Software Engineer, Data Science",        AppNexus,NA,Collaborate with Data Scientists to create and implementcomplex mathematical models and machine learning algorithms....
"New York, NY",Account Manager – New York,    Skylads,NA,"We are a team of talented developers, data scientists and dedicated AI specialists, who love what we do. It offers a unique challenge in the booming field of..."
"Manhattan, NY",Hydrologist,    DEPT OF PARKS & RECREATION,"$72,000 - $84,000 a year","For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with..."
"New York, NY",Senior Machine Learning Scientist,        Amazon Corporate LLC,NA,"In Machine Learning, Data Mining, Statistics, Applied Mathematics, or a related field AND 2 or more years of industry experience, OR a Master’s degree in..."
"New York, NY",Senior Data Science Platform Engineer,        Bloomberg,NA,Interact with data scientists to understand their workflows and requirements. The Data Science Infrastructure team is a new team which was established to build...
"New York, NY 10019 (Midtown area)",Senior UI Developer,        Merkle Inc.,NA,"Collaborate with business analysts, data scientists, and other developers on a daily basis. Experience with data analytics and big data platforms (e.g., Hadoop)..."
